,Zusammenfassung,Min_Kompressionsrate,Max_Kompressionsrate,Endgueltige_Kompressionsrate,länge Zusammenfassung,länge Ausgangstext,text,text_rank_text,tokens_gesamt,token_text_rank,desired_compression_rate,text_rank_compression_rate,current_compression_rate,compression_difference,reduction_multiplier,ent_com_rate
39,"TV actress Ridhima Pandit is known for playing a humanoid robot on the show 'Bahu Hamari Rajni Kant' She said she will not play ""crappy roles like the heroine's behen"" in films.",59,109,56.14035087719298,32,57,"TV actress Ridhima Pandit, known for playing a humanoid robot on the show 'Bahu Hamari Rajni Kant', has said she will not play ""crappy roles like the heroine's behen"" in films. Ridhima added, ""My demand is more on television. If I can be the queen on TV, why should I go and become a princess in films?""","TV actress Ridhima Pandit, known for playing a humanoid robot on the show 'Bahu Hamari Rajni Kant', has said she will not play ""crappy roles like the heroine's behen"" in films. Ridhima added, ""My demand is more on television. If I can be the queen on TV, why should I go and become a princess in films?""",57,57,0.71,1.0,1.0,-0.29000000000000004,0.71,0.5614035087719298
40,"""Let us be Hindustan and not Lynchistan,"" Mallikarjun Kharge says. ""We are discussing a fundamental principle of secularism that we should uphold,"" he adds.",32,82,77.41935483870968,24,31,"Indian Union Muslim League MP PK Kunhalikutty on Monday said, ""When we should be discussing about Digital India, it is sad irony that we are discussing about mob lynching."" ""We are discussing a fundamental principle of secularism that we should uphold,"" he added in the Parliament. ""Let us be Hindustan and not Lynchistan,"" Leader of the Opposition Mallikarjun Kharge said.","""We are discussing a fundamental principle of secularism that we should uphold,"" he added in the Parliament. ""Let us be Hindustan and not Lynchistan,"" Leader of the Opposition Mallikarjun Kharge said.",60,31,0.29,0.5166666666666667,0.5166666666666667,-0.22666666666666674,0.561290322580645,0.4
41,"Bihar Chief Minister Nitish Kumar on Monday said, ""I didn't have a choice, I tolerated them a lot.""",29,79,64.28571428571429,18,28,"Talking about his two-year alliance with Lalu Prasad Yadav's RJD, Bihar Chief Minister Nitish Kumar on Monday said, ""I didn't have a choice, I tolerated them a lot."" Nitish further said, ""Though this happens in an alliance, but I ran out of patience. Lalu ji kept defending his son and never spoke up for me.""","Talking about his two-year alliance with Lalu Prasad Yadav's RJD, Bihar Chief Minister Nitish Kumar on Monday said, ""I didn't have a choice, I tolerated them a lot.""",55,28,0.33,0.509090909090909,0.509090909090909,-0.17909090909090902,0.6482142857142859,0.32727272727272727
42,Lewis Hamilton was fourth placed at the Hungarian Grand Prix. He asked Mercedes to let him through to chase down the leading Ferraris. Hamilton agreed to give the third place back if he failed to overtake them.,61,111,62.71186440677966,37,59,"British F1 driver Lewis Hamilton gave up on a third place finish at the Hungarian Grand Prix to let his teammate Valtteri Bottas finish third instead. Hamilton, who was fourth placed, asked Mercedes to tell Bottas to let him through to chase down the leading Ferraris, agreeing to give the third place back if he fails to overtake them.","British F1 driver Lewis Hamilton gave up on a third place finish at the Hungarian Grand Prix to let his teammate Valtteri Bottas finish third instead. Hamilton, who was fourth placed, asked Mercedes to tell Bottas to let him through to chase down the leading Ferraris, agreeing to give the third place back if he fails to overtake them.",59,59,0.45,1.0,1.0,-0.55,0.45,0.6271186440677966
43,As many as 43% of the country's employees are in the unorganised sector. 4.7 crore of them were in the construction sector.,31,81,73.33333333333333,22,30,"Labour Minister Bandaru Dattatreya has said that as many as 43% of the country's employees are in the unorganised sector and 4.7 crore of them were in the construction sector. He said efforts are on to enhance wages and provide benefits of PF and insurance to them. ""The Ministry...is committed for the social security of the labour force,"" he added.",Labour Minister Bandaru Dattatreya has said that as many as 43% of the country's employees are in the unorganised sector and 4.7 crore of them were in the construction sector.,60,30,0.22,0.5,0.5,-0.28,0.44,0.36666666666666664
44,"At least 213 lives have been lost and over 80,000 have been relocated due to floods in Gujarat. As many as 4,000 animals have also been killed in the flood.",44,94,71.42857142857143,30,42,"At least 213 lives have been lost and over 80,000 have been relocated due to floods in Gujarat. As many as 4,000 animals have also been killed in the flood, with an estimate of over a million households and farmlands being affected. PM Narendra Modi recently assured relief operations were being carried out on massive scale in the flood-affected areas.","At least 213 lives have been lost and over 80,000 have been relocated due to floods in Gujarat. As many as 4,000 animals have also been killed in the flood, with an estimate of over a million households and farmlands being affected.",60,42,0.5,0.7,0.7,-0.19999999999999996,0.7142857142857143,0.5
45,"Angelina Jolie has denied reports of using a cruel casting process. The casting involved a game where poor children were made to snatch money and justify the mock theft. Jolie said she was ""upset that a pretend exercise in an improvisation, from an actual scene...has been written about as if it was a real scenario""",61,111,93.22033898305084,55,59,"Angelina Jolie has denied reports of using a cruel casting process while auditioning children for her film. ""Upset that a pretend exercise in an improvisation, from an actual scene...has been written about as if it was a real scenario,"" said Jolie. The casting involved a game where poor children were made to snatch money and justify the mock theft. ","Angelina Jolie has denied reports of using a cruel casting process while auditioning children for her film. ""Upset that a pretend exercise in an improvisation, from an actual scene...has been written about as if it was a real scenario,"" said Jolie. The casting involved a game where poor children were made to snatch money and justify the mock theft.",60,59,0.69,1.0,0.9833333333333333,-0.29333333333333333,0.7016949152542372,0.9166666666666666
46,"Srikant Gupta allegedly stole two designer saris worth ?56,000 for his wife to wear at local beauty pageant 'Sawan Sundari' He admitted he could not afford the saris, but did not want his wife 'to feel inferior among other women'",56,106,74.07407407407408,40,54,"A Chhattisgarh primary school teacher has been arrested for allegedly stealing two designer saris worth ?56,000 for his wife to wear at local beauty pageant 'Sawan Sundari'. The police said Srikant Gupta ""admitted he could not afford the saris, but did not want his wife to feel inferior among other women of the community."" Gupta reportedly earns ?2,500 per month.","A Chhattisgarh primary school teacher has been arrested for allegedly stealing two designer saris worth ?56,000 for his wife to wear at local beauty pageant 'Sawan Sundari'. The police said Srikant Gupta ""admitted he could not afford the saris, but did not want his wife to feel inferior among other women of the community.""",60,54,0.59,0.9,0.9,-0.31000000000000005,0.6555555555555556,0.6666666666666666
47,"Shahid will be seen in Bhansali's upcoming film 'Padmavati' Shahid: ""Never knew that I will be part of his (Bhansali) next film... It's awesome to be working with someone whose work I have admired""",40,90,87.17948717948718,34,39,"Shahid Kapoor said he went mad on Twitter after watching Sanjay Leela Bhansali's 'Bajirao Mastani' and started appreciating everyone. Shahid, who will be seen in Bhansali's upcoming film 'Padmavati', added, ""Never knew that I will be part of his (Bhansali's) next film...It's awesome to be working with someone whose work I have admired in the recent past...I am really excited.""","Shahid, who will be seen in Bhansali's upcoming film 'Padmavati', added, ""Never knew that I will be part of his (Bhansali's) next film... It's awesome to be working with someone whose work I have admired in the recent past...",60,39,0.52,0.65,0.65,-0.13,0.8,0.5666666666666667
48,"Bhumi Pednekar says Akshay Kumar is different from the notion of the superstar one has in mind. Bhumi added, ""He is so down-to-earth and is always punctual on set""",51,101,59.183673469387756,29,49,"Bhumi Pednekar has said that Akshay Kumar is different from the notion of the superstar one has in mind, while adding, ""When you see Akshay sir, it all comes crashing down."" Bhumi added, ""He is so down-to-earth and is always punctual on set... he is so focused and professional."" She further called Akshay a great example for newcomers like her.","Bhumi Pednekar has said that Akshay Kumar is different from the notion of the superstar one has in mind, while adding, ""When you see Akshay sir, it all comes crashing down."" Bhumi added, ""He is so down-to-earth and is always punctual on set... he is so focused and professional.""",60,49,0.71,0.8166666666666667,0.8166666666666667,-0.10666666666666669,0.8693877551020408,0.48333333333333334
49,The list of corrupt officials will be finalised by August 5. Letters have been dispatched to various departments and paramilitary forces to finalise list.,21,71,120.0,24,20,The Modi government is planning to launch a crackdown on corrupt officials reportedly from August 15. Letters have been dispatched to various departments and paramilitary forces to finalise the list of corrupt officials by August 5. The list will be sent to Central Bureau of Investigation and Central Vigilance Commission who will keep a close watch and recommend necessary actions.,Letters have been dispatched to various departments and paramilitary forces to finalise the list of corrupt officials by August 5.,60,20,0.29,0.3333333333333333,0.3333333333333333,-0.043333333333333335,0.87,0.4
