,Zusammenfassung,Min_Kompressionsrate,Max_Kompressionsrate,Endgueltige_Kompressionsrate,länge Zusammenfassung,länge Ausgangstext,text,text_rank_text,tokens_gesamt,token_text_rank,desired_compression_rate,text_rank_compression_rate,current_compression_rate,compression_difference,reduction_multiplier,ent_com_rate
39,Nearly 500 protesters had pelted stones at the police during the protest demanding that the facility be opened to pilgrims immediately. The Ghaziabad Police has booked 14 people including 3 Congress workers for resorting to violence during protests.,50,100,79.16666666666666,38,48,The Ghaziabad Police has booked 14 people including 3 Congress workers for resorting to violence during protests in front of the Ala Hazrat Haj House on Monday. Nearly 500 protesters had pelted stones at the police during the protest demanding that the facility be opened to pilgrims immediately. The facility has remained sealed since its inauguration last year.,The Ghaziabad Police has booked 14 people including 3 Congress workers for resorting to violence during protests in front of the Ala Hazrat Haj House on Monday. Nearly 500 protesters had pelted stones at the police during the protest demanding that the facility be opened to pilgrims immediately.,58,48,0.71,0.8275862068965517,0.8275862068965517,-0.11758620689655175,0.8579166666666667,0.6551724137931034
40,"Graham: ""There is a military option"" to solve the North Korean threat. Graham said he prefers a diplomatic approach to solve North Korea threat, but there is a ""military option""",21,71,150.0,30,20,"Republican Senator Lindsey Graham has said that US President Donald Trump has told him they would rather go to war to destroy North Korea than allow it to develop nuclear-armed missiles. Adding that he prefers a diplomatic approach to solve the North Korean threat, Graham claimed, ""There is a military option. To destroy North Korea's programme and North Korea itself.""","Adding that he prefers a diplomatic approach to solve the North Korean threat, Graham claimed, ""There is a military option.",60,20,0.29,0.3333333333333333,0.3333333333333333,-0.043333333333333335,0.87,0.5
41,Sunil said he had been invited by them to perform at a family function eight months ago. Sunil added that he is planning to take legal action against them.,30,80,100.0,29,29,"Comedian Sunil Pal, in a Facebook video, has accused filmmaker Anees Bazmee and his friend Mayur Barot of not paying Sunil his fees for a stage show. He said he had been invited by them to perform at a family function eight months ago. Sunil added that he is planning to take legal action against them.",He said he had been invited by them to perform at a family function eight months ago. Sunil added that he is planning to take legal action against them.,56,29,0.33,0.5178571428571429,0.5178571428571429,-0.1878571428571429,0.6372413793103447,0.5178571428571429
42,The Administration of Union Territory Daman and Diu has issued a circular making it compulsory for all employees to celebrate Rakshabandhan. Women employees are asked to tie rakhis on the wrist of male colleagues.,35,85,100.0,34,34,"The Administration of Union Territory Daman and Diu has issued a circular making it compulsory for all employees to celebrate Rakshabandhan by asking women employees to tie rakhis on the wrist of male colleagues. ""It has been decided to celebrate the festival of Rakshabandhan on August 7. In this connection, all offices/departments shall remain open,"" the circular read.",The Administration of Union Territory Daman and Diu has issued a circular making it compulsory for all employees to celebrate Rakshabandhan by asking women employees to tie rakhis on the wrist of male colleagues.,58,34,0.45,0.5862068965517241,0.5862068965517241,-0.13620689655172408,0.7676470588235295,0.5862068965517241
43,The United States announced that the ban prohibiting its citizens from travelling to North Korea will take effect from September 1.,24,74,91.30434782608695,21,23,"The United States on Wednesday announced that the ban prohibiting its citizens from travelling to North Korea will take effect from September 1. ""All United States passports are declared invalid for travel to, in, or through the DPRK unless specially validated for such travel,"" the restriction read. The ban will remain in effect for one year.",The United States on Wednesday announced that the ban prohibiting its citizens from travelling to North Korea will take effect from September 1.,56,23,0.22,0.4107142857142857,0.4107142857142857,-0.1907142857142857,0.5356521739130435,0.375
44,"Finance Minister Arun Jaitley has said that a ""proper decision"" would be taken on Air India's future. He said that it would be in government's interest to protect jobs at the airline.",31,81,106.66666666666667,32,30,"Finance Minister Arun Jaitley has said that a ""proper decision"" would be taken on Air India's future and it would be in government's interest to protect jobs at the airline. Noting that the airline has debt of over ?50,000 crore, he said it is ""not small"" and ""now we have to decide what has to be done with Air India"".","Finance Minister Arun Jaitley has said that a ""proper decision"" would be taken on Air India's future and it would be in government's interest to protect jobs at the airline.",60,30,0.5,0.5,0.5,0.0,1.0,0.5333333333333333
45,"AA lost over £200 million (nearly ?1,690 crore) or nearly a fifth of its value. Shares fell as much as 18% during the day after it fired its Executive Chairman Bob Mackenzie with immediate effect for 'gross misconduct'",63,113,63.33333333333333,38,60,"UK roadside repair firm AA on Tuesday lost over £200 million (nearly ?1,690 crore) or nearly a fifth of its value. This came after shares fell as much as 18% during the day after it fired its Executive Chairman Bob Mackenzie with immediate effect for 'gross misconduct'. However, his son said he resigned over an 'extremely distressing mental health issue'. ","UK roadside repair firm AA on Tuesday lost over £200 million (nearly ?1,690 crore) or nearly a fifth of its value. This came after shares fell as much as 18% during the day after it fired its Executive Chairman Bob Mackenzie with immediate effect for 'gross misconduct'. However, his son said he resigned over an 'extremely distressing mental health issue'.",61,60,0.69,1.0,0.9836065573770492,-0.2936065573770492,0.7015,0.6229508196721312
46,Ramdev and Sonakshi Sinha will be part of the judging panel on upcoming reality show 'Om Shanti Om' The judging panel will also include singers Shekhar Ravjiani and Kanika Kapoor.,37,87,83.33333333333334,30,36,"According to reports, yoga guru Ramdev and actress Sonakshi Sinha will be part of the judging panel on upcoming reality show 'Om Shanti Om'. The show will be aired on Life OK, which is set to re-brand itself as Star Bharat. The judging panel will also include singers Shekhar Ravjiani and Kanika Kapoor. ","According to reports, yoga guru Ramdev and actress Sonakshi Sinha will be part of the judging panel on upcoming reality show 'Om Shanti Om'. The judging panel will also include singers Shekhar Ravjiani and Kanika Kapoor.",54,36,0.59,0.6792452830188679,0.6666666666666666,-0.07666666666666666,0.885,0.5555555555555556
47,Actor Naseeruddin Shah said that one needs to ask a psychiatrist why the Censor Board is afraid of female sexuality on screen. 'Lipstick Under My Burkha' is a film based on a real-life relationship between two women.,33,83,115.625,37,32,"Actor Naseeruddin Shah, while talking about the controversy around 'Lipstick Under My Burkha', said that one needs to ask a psychiatrist why the Censor Board is afraid of female sexuality on screen. He added, ""It's very frightening to see that the Censor Board can do whatever it wants and practise its biases openly and ban films that it doesn't like.""","Actor Naseeruddin Shah, while talking about the controversy around 'Lipstick Under My Burkha', said that one needs to ask a psychiatrist why the Censor Board is afraid of female sexuality on screen.",60,32,0.52,0.5333333333333333,0.5333333333333333,-0.013333333333333308,0.9750000000000001,0.6166666666666667
48,"Amitabh Bachchan says catching up on sleep on a film's set is a rare and gifted moment in the script. He shared a picture of him sleeping for a film scene. Bachchan: ""My sleep was genuine, they actually had to come and wake me up to tell me that it was over""",63,113,86.66666666666667,52,60,"Amitabh Bachchan has said that the opportunity of catching up on sleep on a film's set for actors is a rare and gifted moment in the script. While sharing a picture of him sleeping for a film scene, Bachchan added, ""My sleep was genuine, they actually had to come and wake me up to tell me that it was over.""","Amitabh Bachchan has said that the opportunity of catching up on sleep on a film's set for actors is a rare and gifted moment in the script. While sharing a picture of him sleeping for a film scene, Bachchan added, ""My sleep was genuine, they actually had to come and wake me up to tell me that it was over.""",60,60,0.71,1.0,1.0,-0.29000000000000004,0.71,0.8666666666666667
49,Ludhiana Police Commissioner RN Dhoke initiated a departmental inquiry against the cop.,17,67,70.58823529411765,12,17,"A video of a policeman thrashing a vendor outside a passport office in Punjab's Ludhiana has gone viral. The victim, who sells file covers at a makeshift stall, was beaten by the cop after he reportedly refused to pay ?100 bribe. After the video went viral, Ludhiana Police Commissioner RN Dhoke initiated a departmental inquiry against the cop. ","After the video went viral, Ludhiana Police Commissioner RN Dhoke initiated a departmental inquiry against the cop.",59,17,0.29,0.29310344827586204,0.288135593220339,0.0018644067796609876,1.006470588235294,0.2033898305084746
